Heading,Link,Summary,Date
"Becoming an MBA gets tougher as fees rise, scholarships ebb",http://economictimes.indiatimes.com/industry/services/education/becoming-an-mba-gets-tougher-as-fees-rise-scholarships-ebb/articleshow/52460912.cms,"The increases come even as almost one in every three freshmen is unable to pay the fees and needs loans or scholarships, said a faculty member.","May 27, 2016, 02:23 PM IST"
B-schools not doing enough to bridge skills gap: Survey,http://economictimes.indiatimes.com/industry/services/education/b-schools-not-doing-enough-to-bridge-skills-gap-survey/articleshow/52468127.cms,A total of 61 per cent of HR professionals across organisations felt that business schools were somewhat addressing the skills gap.,"May 27, 2016, 07:44 PM IST"
T S R Subramanian panel submits report on New Education Policy,http://economictimes.indiatimes.com/industry/services/education/t-s-r-subramanian-panel-submits-report-on-new-education-policy/articleshow/52466121.cms,"Thematic consultations were conducted both by the ministry and also by institutions like UGC, AICTE, NCTE, NCERT and several universities and autonomous bodies.","May 27, 2016, 04:28 PM IST"
"CBSE Class 10th Result declared today: 96.21 per cent pass, girls outshine boys",http://economictimes.indiatimes.com/industry/services/education/cbse-class-10th-result-declared-today-96-21-per-cent-pass-girls-outshine-boys/articleshow/52478011.cms,"This year, 14,99,122 students, including 8,92,685 boys and 6,06,437 girls, from 15,309 schools registered for CBSE Class 10 examination.","May 28, 2016, 01:36 PM IST"
Government appointed committee recommends no detention policy only till class IV,http://economictimes.indiatimes.com/industry/services/education/government-appointed-committee-recommends-no-detention-policy-only-till-class-iv/articleshow/52478728.cms,The panel in its 200-page report has given specific suggestions to raise the standard of education which needed in many respects from primary-higher level.,"May 28, 2016, 03:03 PM IST"
HRD ministry rejects list for IIM-A chairman's post,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-rejects-list-for-iim-a-chairmans-post/articleshow/52490659.cms,The list was finalised by consensus but the ministry took the stand that the formal procedure was not followed in the case.,"May 29, 2016, 04:48 PM IST"
JNU to reconsider introducing courses in yoga and culture,http://economictimes.indiatimes.com/industry/services/education/jnu-to-reconsider-introducing-courses-in-yoga-and-culture/articleshow/52488414.cms,"The document further said that Indian culture cannot be understood without the help of ""Indian literature, which are generally written by sages"".","May 29, 2016, 12:11 PM IST"
NIIT expands in China; signs two deals,http://economictimes.indiatimes.com/industry/services/education/niit-expands-in-china-signs-two-deals/articleshow/52449495.cms,Through these partnerships NIIT aims to develop the human capital to promote Guizhou province as the hub of big data industry in China and the world.,"May 26, 2016, 04:05 PM IST"
HRD ministry plans scheme to track students' performance,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-plans-scheme-to-track-students-performance/articleshow/52425821.cms,"It is a simple process under which the Aadhaar number or a specially generated number will be used to track a child's progress, officials said.","May 25, 2016, 03:17 AM IST"
Prof VS Rao of BITS Pilani to join NIIT University as its next president,http://economictimes.indiatimes.com/industry/services/education/prof-vs-rao-of-bits-pilani-to-join-niit-university-as-its-next-president/articleshow/52413989.cms,"Rao has been the founding director for BITS Pilani (Hyderabad campus) since 2006. He has a PhD in chemistry, with a specialization in the field of green chemistry.","May 24, 2016, 01:08 PM IST"
"IT capital of India, Bengaluru witnesses highest closure of Engineering colleges",http://economictimes.indiatimes.com/industry/services/education/it-capital-of-india-bengaluru-witnesses-highest-closure-of-engineering-colleges/articleshow/52412589.cms,"At least 100 colleges have opted for closure this year in India, with Karnataka accounting for eight, the highest ever tally for the state in four years.","May 24, 2016, 11:55 AM IST"
President Pranab Mukherjee seeks more information on NEET Ordinance,http://economictimes.indiatimes.com/industry/services/education/president-pranab-mukherjee-seeks-more-information-on-neet-ordinance/articleshow/52404127.cms,The need for more information was conveyed to Health Minister JP Nadda who called on the President this afternoon to brief him about the need for bringing the Executive Order.,"May 24, 2016, 01:00 AM IST"
SWAYAM platform: Modi government set to make online courses count towards college degree,http://economictimes.indiatimes.com/industry/services/education/swayam-platform-modi-government-set-to-make-online-courses-count-towards-college-degree/articleshow/52408048.cms,It will also allow students across institutions in India to take up courses which may not be available at their institute and also win credit for them.,"May 24, 2016, 12:55 AM IST"
EdTech Accelerator Edugild to set up two more centres in Pune,http://economictimes.indiatimes.com/industry/services/education/edtech-accelerator-edugild-to-set-up-two-more-centres-in-pune/articleshow/52408776.cms,"“This will be aimed at students of these institutes; the founder must be an alumni or current student. It will function as an inculator, both incubator and accelerator.”","May 24, 2016, 03:45 AM IST"
President signs ordinance keeping state boards out of NEET this year,http://economictimes.indiatimes.com/industry/services/education/president-signs-ordinance-keeping-state-boards-out-of-neet-this-year/articleshow/52412229.cms,"After raising queries, President Pranab Mukherjee today signed the ordinance to keep state boards out of the common entrance test (NEET) for MBBS and dental courses for this year.","May 24, 2016, 11:28 AM IST"
Private colleges will also come under the ambit of NEET: J P Nadda,http://economictimes.indiatimes.com/industry/services/education/private-colleges-will-also-come-under-the-ambit-of-neet-j-p-nadda/articleshow/52417584.cms,"Ordinance has given a ""firm and statutory"" support to the medical entrance test, the students in states will get an opportunity to go for undergraduate exams.","May 24, 2016, 04:29 PM IST"
Delhi University colleges may have their own admission criteria after 5th cut-off,http://economictimes.indiatimes.com/industry/services/education/delhi-university-colleges-may-have-their-own-admission-criteria-after-5th-cut-off/articleshow/52401725.cms,The panel will submit its final recommendations to the Vice Chancellor who will then take a call on the admission policy for the session.,"May 23, 2016, 05:50 PM IST"
"St Stephen's college announces admission schedule, silent on centralised process of Delhi University",http://economictimes.indiatimes.com/industry/services/education/st-stephens-college-announces-admission-schedule-silent-on-centralised-process-of-delhi-university/articleshow/52422041.cms,DU had yesterday announced that minority colleges such as St Stephen's and Jesus and Mary college will now join the centralised admission process from the upcoming session.,"May 24, 2016, 09:08 PM IST"
Grohe announces launch of Grohe Dual Tech in New Delhi,http://economictimes.indiatimes.com/industry/services/education/grohe-announces-launch-of-grohe-dual-tech-in-new-delhi/articleshow/52346241.cms,"International sanitary fittings brand Grohe has announced the launch of its second Grohe Dual Tech in India, in New Delhi.","May 19, 2016, 06:03 PM IST"
NCERT to consider chapter on Tea,http://economictimes.indiatimes.com/industry/services/education/ncert-to-consider-chapter-on-tea/articleshow/52383561.cms,NETA had appealed to the Smriti Irani to include a chapter on Tea and its role in the economy and society in the school textbooks.,"May 22, 2016, 10:14 AM IST"
Technology can be the big disruptor and innovator in education,http://economictimes.indiatimes.com/industry/services/education/technology-can-be-the-big-disruptor-and-innovator-in-education/articleshow/52378695.cms,"Even though education is called a multi-billion dollar market, the core of school education is non-profit. There is a need for scalable, non-profit models driven by philanthropy.","May 22, 2016, 04:29 AM IST"
CBSE class XII results to be announced tomorrow,http://economictimes.indiatimes.com/industry/services/education/cbse-class-xii-results-to-be-announced-tomorrow/articleshow/52363911.cms,The Board will announce the results for all its regions at 12 noon. The second phase of telecounselling will also commence.,"May 20, 2016, 07:34 PM IST"
Cabinet clears ordinance to keep state boards out of NEET ambit this year,http://economictimes.indiatimes.com/industry/services/education/cabinet-clears-ordinance-to-keep-state-boards-out-of-neet-ambit-this-year/articleshow/52357895.cms,"Government today approved promulgation of an ordinance to keep state boards out of the ambit of uniform medical entrance examination, NEET, for one academic year.","May 20, 2016, 01:16 PM IST"
"Startup experience - the key for admission in top B-schools like Harvard, Wharton and others",http://economictimes.indiatimes.com/industry/services/education/startup-experience-the-key-for-admission-in-top-b-schools-like-harvard-wharton-and-others/articleshow/52368707.cms,These applicants are eager to leverage their experiences and use B-school as a pivot to start their own ventures or work at startups abroad.,"May 21, 2016, 02:18 PM IST"
NGO to challenge Centre's proposed ordinance on NEET in Supreme Court,http://economictimes.indiatimes.com/industry/services/education/ngo-to-challenge-centres-proposed-ordinance-on-neet-in-supreme-court/articleshow/52360815.cms,"The ordinance barr students of state government boards from sitting for NEET, they, however, will have to become part of the uniform entrance exam.","May 20, 2016, 04:33 PM IST"
"AISECT Launches MOOC Portal, Ropes in ALISON of Ireland",http://economictimes.indiatimes.com/industry/services/education/aisect-launches-mooc-portal-ropes-in-alison-of-ireland/articleshow/52346557.cms,"AISECT has launched a MOOC portal, aisectmoocs.com, to offer 2,000 free courses ranging from those based on school curriculum to skills development to higher education.","May 19, 2016, 06:24 PM IST"
Jorhat MP and tea association seek inclusion of tea in school curriculum,http://economictimes.indiatimes.com/industry/services/education/jorhat-mp-and-tea-association-seek-inclusion-of-tea-in-school-curriculum/articleshow/52363588.cms,"Lok Sabha MP from Jorhat, Kamakhya Tassa, has also put his weight behind the proposal made out by North Eastern Tea Association (NETA).","May 20, 2016, 07:12 PM IST"
IIM Calcutta collaborates with the Stern Business School to hold India-centric conference in US,http://economictimes.indiatimes.com/industry/services/education/iim-calcutta-collaborates-with-the-stern-business-school-to-hold-india-centric-conference-in-us/articleshow/52358656.cms,The primary objective of the conference is to showcase and discuss research on Indian financial markets and corporate governance.,"May 20, 2016, 02:18 PM IST"
Capgemini launches digital literacy centre in Navi Mumbai,http://economictimes.indiatimes.com/industry/services/education/capgemini-launches-digital-literacy-centre-in-navi-mumbai/articleshow/52292867.cms,The initiative is aimed at bridging the digital divide and creating a digitally literate and empowered generation.,"May 16, 2016, 03:36 PM IST"
IIT alumni centre to help Modi government in identifing visiting teachers,http://economictimes.indiatimes.com/industry/services/education/iit-alumni-centre-to-help-modi-government-in-identifing-visiting-teachers/articleshow/52247356.cms,"IIT Alumni Industry Interaction Centre, Chennai (IIT AIIC) has already helped identify 50 global institutions and Indian academics for building long-lasting relations with Indian institutes.","May 13, 2016, 04:21 AM IST"
"'Learn English With Shakespeare', an initiative to familiarise students with Bard's work",http://economictimes.indiatimes.com/industry/services/education/learn-english-with-shakespeare-an-initiative-to-familiarise-students-with-bards-work/articleshow/52291531.cms,"Students will get the opportunity to add to their vocabulary many new words, phrases and idioms coined by Shakespeare, a BCL spokesperson said.","May 16, 2016, 02:02 PM IST"
How business schools are fostering social impact,http://economictimes.indiatimes.com/industry/services/education/how-business-schools-are-fostering-social-impact/articleshow/52301157.cms,"From the broad themes such as ‘women’, ‘physically challenged’, ‘education’ and ‘healthcare’, IIMK now has a wide array of projects.","May 17, 2016, 02:21 AM IST"
Indian School of Business rolling out new initiatives two new cenrtes and programmes,http://economictimes.indiatimes.com/industry/services/education/indian-school-of-business-rolling-out-new-initiatives-two-new-cenrtes-and-programmes/articleshow/52301187.cms,"The two new centres are positioned to bridge theory and practice. With this, the number of research institutes and centres at ISB will go up to nine.","May 17, 2016, 02:30 AM IST"
"We have unemployable graduates without any practical experience: Jayant Krishna, NSDC",http://economictimes.indiatimes.com/industry/services/education/we-have-unemployable-graduates-without-any-practical-experience-jayant-krishna-nsdc/articleshow/52307234.cms,Jayant Krishna CEO of NSDC believes that we need to create avenues to make them skilled and help them become part of the workforce as per the industry.,"May 17, 2016, 02:06 PM IST"
"Delhi University to issue degrees, marksheets online from July 1",http://economictimes.indiatimes.com/industry/services/education/delhi-university-to-issue-degrees-marksheets-online-from-july-1/articleshow/52279602.cms,"""The candidates will be required to submit the enrollment number, examination roll number, select the desired document from the list and make the payment online.""","May 15, 2016, 03:57 PM IST"
"NIIT partners edX to train 5 lakh on Berkeley, MIT courses",http://economictimes.indiatimes.com/industry/services/education/niit-partners-edx-to-train-5-lakh-on-berkeley-mit-courses/articleshow/52239833.cms,"""Through this partnership, NIIT and edX aim to create high-impact learning experiences for learners by offering a blended learning MOOC model,"" NIIT Chairman said.","May 12, 2016, 05:39 PM IST"
"In JEE's top 100, 50 from CBSE schools",http://economictimes.indiatimes.com/industry/services/education/in-jees-top-100-50-from-cbse-schools/articleshow/52251321.cms,"In 2016, 80% students who make the cut in JEE (Main) are mainly from three high school boards: CBSE and the state boards of Telangana and Andhra Pradesh.","May 13, 2016, 12:08 PM IST"
JP Nadda to lay foundation stones of medical colleges in J&K,http://economictimes.indiatimes.com/industry/services/education/jp-nadda-to-lay-foundation-stones-of-medical-colleges-in-jk/articleshow/52267552.cms,"These colleges will be set up at Rajouri in Jammu division, Anantnag in south Kashmir and Baramulla in the north.","May 14, 2016, 02:09 PM IST"
"Plans afoot to launch 500 courses in 10 languages, says Smriti Irani",http://economictimes.indiatimes.com/industry/services/education/plans-afoot-to-launch-500-courses-in-10-languages-says-smriti-irani/articleshow/52186630.cms,"As part of efforts to improve the overall curriculum, Irani said discussions are on with various global entities.","May 9, 2016, 02:30 PM IST"
70% high school teachers fail in IISc's SSLC-like test,http://economictimes.indiatimes.com/industry/services/education/70-high-school-teachers-fail-in-iiscs-sslc-like-test/articleshow/52183533.cms,"Since 2011, over 5,000 teachers from aided and state-run schools have been trained under the IISc High School Science Teachers Training Programme (HTTP).","May 9, 2016, 11:07 AM IST"
"25 univs, 18 colleges offering Master's degree in Yoga: Government",http://economictimes.indiatimes.com/industry/services/education/25-univs-18-colleges-offering-masters-degree-in-yoga-government/articleshow/52154576.cms,"A total of 25 universities and 18 colleges are offering Master's Degree in Yoga across the country, the Lok Sabha was informed today.","May 6, 2016, 07:48 PM IST"
Georgia Tech partners with Bennett University for providing world-class B.Tech Program in India,http://economictimes.indiatimes.com/industry/services/education/georgia-tech-partners-with-bennett-university-for-providing-world-class-b-tech-program-in-india/articleshow/52142895.cms,The agreement will help promote academic collaboration between the two institutions and support Bennett University in developing technical excellence in engineering studies.,"May 6, 2016, 01:03 PM IST"
"No exemption from NEET-2 for private medical institutions in states, government ones can hold own entrance only for this year",http://economictimes.indiatimes.com/industry/services/education/no-exemption-from-neet-2-for-private-medical-institutions-in-states-government-ones-can-hold-own-entrance-only-for-this-year/articleshow/52154827.cms,"The CBSE and the MCI, however, stirred a hornet’s nest when they said that they would hold it for medical and dental seats from this academic year.","May 6, 2016, 08:05 PM IST"
Don't fall in trap of schools giving useless degrees: RBI Governor Raghuram Rajan,http://economictimes.indiatimes.com/industry/services/education/dont-fall-in-trap-of-schools-giving-useless-degrees-rbi-governor-raghuram-rajan/articleshow/52162668.cms,"Raghuram Rajan said students should not fall prey to 'unscrupulous schools' which leave them with high debt and ""useless degrees"".","May 7, 2016, 02:52 PM IST"
Government earmarks Rs 500 crore for tech facilities in premier institutes,http://economictimes.indiatimes.com/industry/services/education/government-earmarks-rs-500-crore-for-tech-facilities-in-premier-institutes/articleshow/52138066.cms,These institutes had recently made proposals to the ministry of human resources development and the department of science and technology (DST) for such facilities.,"May 6, 2016, 03:07 AM IST"
MDI Gurgaon introduces two new subjects in its Public Policy Management programme,http://economictimes.indiatimes.com/industry/services/education/mdi-gurgaon-introduces-two-new-subjects-in-its-public-policy-management-programme/articleshow/52135988.cms,"The Public Policy Management programme is a fifteen-month post-graduate course sponsored by the Department of Personnel and Training (DoPT), Government of India.","May 5, 2016, 11:03 PM IST"
Most students seek admission in global B-schools to work abroad,http://economictimes.indiatimes.com/industry/services/education/most-students-seek-admission-in-global-b-schools-to-work-abroad/articleshow/52196878.cms,"As many as 81% of Indian participants in the survey by Graduate Management Admission Council said they prefer to study internationally, up from 76% in 2011.","May 10, 2016, 09:31 AM IST"
"A degree to die for: Of the 2 lakh aspirants for IIT admission, only 5% will sail through",http://economictimes.indiatimes.com/industry/services/education/a-degree-to-die-for-of-the-2-lakh-aspirants-for-iit-admission-only-5-will-sail-through/articleshow/52168202.cms,"Be it the vegetable seller or the fruit vendor on the streets of Rajasthan's Kota, the mention of IIT is enough to bring a gleam to their eye.","May 8, 2016, 06:29 AM IST"
IIM Kashipur sees 40% jump in summer internship offers,http://economictimes.indiatimes.com/industry/services/education/iim-kashipur-sees-40-jump-in-summer-internship-offers/articleshow/52038857.cms,"Stipends went up by an average 29 per cent, the institute, which recently concluded its summer internship, said.","Apr 29, 2016, 01:14 PM IST"
Government examining proposal to declare IIMC as institute of national importance,http://economictimes.indiatimes.com/industry/services/education/government-examining-proposal-to-declare-iimc-as-institute-of-national-importance/articleshow/52043318.cms,"""The government proposed to grant the status of 'An Institution of National Importance' to IIMC through an Act of Parliament,"" Minister of State for Information and Broadcasting Rajyavardhan Rathore said.","Apr 29, 2016, 07:04 PM IST"
Bengaluru tops online learning in India: Coursera,http://economictimes.indiatimes.com/industry/services/education/bengaluru-tops-online-learning-in-india-coursera/articleshow/52078732.cms,"India is the third largest online learning market globally after the US and China, according to online learning site Coursera.","May 2, 2016, 06:59 PM IST"
"Parliamentary panel 'anguished' at shortage of faculty in IITs, IIMs",http://economictimes.indiatimes.com/industry/services/education/parliamentary-panel-anguished-at-shortage-of-faculty-in-iits-iims/articleshow/52061843.cms,"The Parliamentary Standing Committee on HRD headed by BJP MP Satyanarayan Jatiya, voiced concern over ""acute"" shortage of faculty in higher education institutions across the country.","May 1, 2016, 11:41 AM IST"
Raghuram Rajan for inclusion of financial literacy in school syllabus,http://economictimes.indiatimes.com/industry/services/education/raghuram-rajan-for-inclusion-of-financial-literacy-in-school-syllabus/articleshow/52042683.cms,Reserve Bank of India Governor Raghuram Rajan today proposed inclusion of financial literacy in school curriculum.,"Apr 29, 2016, 06:11 PM IST"
Over six lakh students appear for NEET-I,http://economictimes.indiatimes.com/industry/services/education/over-six-lakh-students-appear-for-neet-i/articleshow/52067062.cms,"Over six lakh students today appeared for the first phase of NEET, a common medical entrance test for admissions to MBBS and BDS courses across the country.","May 1, 2016, 10:08 PM IST"
200% more women join professional training,http://economictimes.indiatimes.com/industry/services/education/200-more-women-join-professional-training/articleshow/52033568.cms,"Nearly 5,000 women enrolled with Simplilearn to upskill themselves over the past six months, a 200% increase over the preceding six-month period.","Apr 29, 2016, 02:56 AM IST"
"Government plans to make 20 public, private institutions top class",http://economictimes.indiatimes.com/industry/services/education/government-plans-to-make-20-public-private-institutions-top-class/articleshow/52073720.cms,The Minister said the government has not yet allocated any funds for the proposal but will provide adequate support to assist 10 public institutions.,"May 2, 2016, 01:38 PM IST"
"Supreme Court to hear fresh plea regarding MBBS, BDS entrance test",http://economictimes.indiatimes.com/industry/services/education/supreme-court-to-hear-fresh-plea-regarding-mbbs-bds-entrance-test/articleshow/52074725.cms,"The Supreme Court today agreed to hear tomorrow a fresh plea of few states, including Jammu and Kashmir and some private medical colleges.","May 2, 2016, 02:58 PM IST"
Only 7% of India's B-school graduates employable: Study,http://economictimes.indiatimes.com/industry/services/education/only-7-of-indias-b-school-graduates-employable-study/articleshow/52008920.cms,"The report blames the lack of quality control and infrastructure, low-paying jobs through campus placement and poor faculty as the major reasons.","Apr 27, 2016, 03:12 PM IST"
IIM-A sees spike in interest from NRIs on the back of outreach activities,http://economictimes.indiatimes.com/industry/services/education/iim-a-sees-spike-in-interest-from-nris-on-the-back-of-outreach-activities/articleshow/51918704.cms,As many as 15 NRIs made it to the final admission shortlist of the institute’s two-year flagship PGP programme this year.,"Apr 21, 2016, 06:02 AM IST"
Frost & Sullivan and The Neotia University launch collaborative Entrepreneurship Development programme,http://economictimes.indiatimes.com/industry/services/education/frost-sullivan-and-the-neotia-university-launch-collaborative-entrepreneurship-development-programme/articleshow/51945789.cms,"The Neotia University (TNU), a self-financed University of West Bengal, has signed a memorandum of understanding (MoU) with Frost & Sullivan Inc.","Apr 22, 2016, 07:52 PM IST"
Government gives nod to run IISER at Tripati from temporary campus,http://economictimes.indiatimes.com/industry/services/education/government-gives-nod-to-run-iiser-at-tripati-from-temporary-campus/articleshow/51909572.cms,"The approval was granted for the operationalisation of IISER at Tirupati from the temporary campus, at an estimated cost of Rs 137.30 crore.","Apr 20, 2016, 04:13 PM IST"
"Employees moving to digital education platforms like edX, Coursera to gain new skills",http://economictimes.indiatimes.com/industry/services/education/employees-moving-to-digital-education-platforms-like-edx-coursera-to-gain-new-skills/articleshow/51971993.cms,"MOOC’s like Coursera were under scanner for low conversion rates, but have now come up with cohort groups and messaging platforms to connect students.","Apr 25, 2016, 02:20 AM IST"
"Punjabi, Gujarati, Bengali continue to be taught in UK schools",http://economictimes.indiatimes.com/industry/services/education/punjabi-gujarati-bengali-continue-to-be-taught-in-uk-schools/articleshow/51957356.cms,The UK government worked with the UK's exam boards to secure agreement that the community language qualifications will continue to be provided under these subjects.,"Apr 23, 2016, 06:41 PM IST"
CBSE asks schools to keep student bags light,http://economictimes.indiatimes.com/industry/services/education/cbse-asks-schools-to-keep-student-bags-light/articleshow/51911652.cms,"Among other suggestions is restriction of number of textbooks to the prescribed norms [NCERT], particularly at the primary and upper primary levels.","Apr 20, 2016, 06:10 PM IST"
Online-only learning platform Edureka launches three new courses in cloud and data analytics,http://economictimes.indiatimes.com/industry/services/education/online-only-learning-platform-edureka-launches-three-new-courses-in-cloud-and-data-analytics/articleshow/51907611.cms,Online-only learning platform Edureka today launched three new courses in cloud operating systems and data analytics.,"Apr 20, 2016, 01:47 PM IST"
"75 new schools start Financial Market Management course, launched by CBSE and NSE",http://economictimes.indiatimes.com/industry/services/education/75-new-schools-start-financial-market-management-course-launched-by-cbse-and-nse/articleshow/51927632.cms,NSE had previously signed an MOU with CBSE for promoting financial market-related education among children through CBSE-affiliated schools.,"Apr 21, 2016, 05:46 PM IST"
Study reveals poor state of medical research,http://economictimes.indiatimes.com/industry/services/education/study-reveals-poor-state-of-medical-research/articleshow/51922118.cms,"Nearly 60% of institutes did not have a single publication over a decade. Moreover, states that have the largest number of private medical colleges produce very little of research publication.","Apr 21, 2016, 11:43 AM IST"
Delhi University's new formula to fix CBCS grading,http://economictimes.indiatimes.com/industry/services/education/delhi-universitys-new-formula-to-fix-cbcs-grading/articleshow/51921503.cms,"Unlike last semester, the top grade-'O'-will no longer be unachievable in some papers and there won't be one uniform scheme of conversion for all subjects and papers.","Apr 21, 2016, 10:58 AM IST"
Delhi University may do away with subjective questions in PG entrance exams,http://economictimes.indiatimes.com/industry/services/education/delhi-university-may-do-away-with-subjective-questions-in-pg-entrance-exams/articleshow/51844126.cms,"Once the committee submits its recommendation, VC will take a final call in this regard and the schedule for the admissions will be announced.","Apr 15, 2016, 07:43 PM IST"
"Panel to examine bringing pre-school, secondary education under RTE Act",http://economictimes.indiatimes.com/industry/services/education/panel-to-examine-bringing-pre-school-secondary-education-under-rte-act/articleshow/51882597.cms,"In the 58th meeting of CABE in June, 2011 it was felt that every child must have the right to at least 10 years of formal schooling.","Apr 18, 2016, 09:30 PM IST"
Panel recommends Rs 10 crore grant for new Dept of Yogic arts,http://economictimes.indiatimes.com/industry/services/education/panel-recommends-rs-10-crore-grant-for-new-dept-of-yogic-arts/articleshow/51881203.cms,"The committee, constituted by Smriti Irani-led HRD ministry in January this year, has suggested that PhD courses be held in two streams, one being therapy and the other being general.","Apr 18, 2016, 08:02 PM IST"
"NIIT to train 20K students on Internet of Things, robotics and virtual reality",http://economictimes.indiatimes.com/industry/services/education/niit-to-train-20k-students-on-internet-of-things-robotics-and-virtual-reality/articleshow/51864007.cms,The company will launch the new courses from next month to be offered from its centres and later extend them to engineering colleges.,"Apr 17, 2016, 02:26 PM IST"
BML Munjal University signs MoU with Singapore Management University for executive education programmes,http://economictimes.indiatimes.com/industry/services/education/bml-munjal-university-signs-mou-with-singapore-management-university-for-executive-education-programmes/articleshow/51889179.cms,The partnership will also entail providing mentorship as well as research assistance for post-graduate and PhD students for their research projects.,"Apr 19, 2016, 10:30 AM IST"
HRD ministry follows activities on campuses with geo-sat app,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-follows-activities-on-campuses-with-geo-sat-app/articleshow/51874788.cms,"“We have seen in the past that funds have been diverted for some other purposes and have not reached the initiative they were meant to support,” said a ministry official.","Apr 18, 2016, 12:22 PM IST"
"Finally, IIM-Bengaluru gets land for its second campus",http://economictimes.indiatimes.com/industry/services/education/finally-iim-bengaluru-gets-land-for-its-second-campus/articleshow/51874405.cms,"After much delay, decks are cleared for the Indian Institute of Management Bengaluru (IIMB) to set up its second campus on the outskirts of the city in Anekal.","Apr 18, 2016, 11:51 AM IST"
Roll back fee hike: Manish Sisodia to private schools,http://economictimes.indiatimes.com/industry/services/education/roll-back-fee-hike-manish-sisodia-to-private-schools/articleshow/51856600.cms,"Sisodia accused private schools of ""playing"" with SC orders and Right to Education Act by hiking fees without government's nod and ordered a roll back.","Apr 16, 2016, 07:45 PM IST"
HRD ministry mulling external peer review for Central Universities,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-mulling-external-peer-review-for-central-universities/articleshow/51863687.cms,Sources said that the University Grants Commission (UGC) may also be roped in for finalising details of the peer review process for universities.,"Apr 17, 2016, 01:51 PM IST"
MCX organises seminars on Commodity Futures Market for MBA students,http://economictimes.indiatimes.com/industry/services/education/mcx-organises-seminars-on-commodity-futures-market-for-mba-students/articleshow/51874766.cms,"Spreading its educational and awareness initiatives in the states of Haryana, and Delhi, MCX organised seminars on Commodity Futures Market for MBA students.","Apr 18, 2016, 12:20 PM IST"
"Texas Instruments partners IIMB, Department of Science and Tech for India Innovation Challenge 2016",http://economictimes.indiatimes.com/industry/services/education/texas-instruments-partners-iimb-department-of-science-and-tech-for-india-innovation-challenge-2016/articleshow/51796241.cms,Texas Instruments Incorporated has teamed up with the IIMB and the Department of Science and Technology to launch the India Innovation Challenge 2016.,"Apr 12, 2016, 06:36 PM IST"
Narayana Murthy calls for pay-per-performance system in schools,http://economictimes.indiatimes.com/industry/services/education/narayana-murthy-calls-for-pay-per-performance-system-in-schools/articleshow/51784602.cms,NR Narayana Murthy today said he wants pay-per-performance system be implemented in every school and the students should vote on the competence of teachers based on certain attributes.,"Apr 11, 2016, 10:50 PM IST"
Edureka teams with Talend to train Big Data professionals on real-time data integration,http://economictimes.indiatimes.com/industry/services/education/edureka-teams-with-talend-to-train-big-data-professionals-on-real-time-data-integration/articleshow/51809430.cms,"With Talend, a user can drag-and-drop widgets to create integration jobs, as opposed to having to write lines of code.","Apr 13, 2016, 03:19 PM IST"
Computer Society of India elects Dr Anirban Basu as new president,http://economictimes.indiatimes.com/industry/services/education/computer-society-of-india-elects-dr-anirban-basu-as-new-president/articleshow/51781580.cms,"Computer Society of India (CSI), the largest and oldest body representing Indian computer professionals, has elected Dr Anirban Basu as its new president.","Apr 11, 2016, 07:31 PM IST"
City law students slam Bar Council's dress code proposal,http://economictimes.indiatimes.com/industry/services/education/city-law-students-slam-bar-councils-dress-code-proposal/articleshow/51806197.cms,A circular from the BCI asking law colleges in the country to devise their own dress codes “befitting the profession“ has sparked off a debate in Bengaluru.,"Apr 13, 2016, 11:18 AM IST"
Dreams take flight as aspiring aviators ply their craft,http://economictimes.indiatimes.com/industry/services/education/dreams-take-flight-as-aspiring-aviators-ply-their-craft/articleshow/51775041.cms,"The competition was organised by a global major in aircraft manufacturing in association with the five IITs - Delhi, Bombay, Kanpur, Kharagpur and Madras.","Apr 11, 2016, 12:05 PM IST"
CII to launch MBA in supply chain management and logistics in collaboration with Amity University,http://economictimes.indiatimes.com/industry/services/education/cii-to-launch-mba-in-supply-chain-management-and-logistics-in-collaboration-with-amity-university/articleshow/51779185.cms,"CII is set to launch The CII School of Logistics, offering specialised MBA programmes, in collaboration with Amity University.","Apr 11, 2016, 04:40 PM IST"
Experts reject 200 proposals made by foreign faculty to teach under GIAN,http://economictimes.indiatimes.com/industry/services/education/experts-reject-200-proposals-made-by-foreign-faculty-to-teach-under-gian/articleshow/51786821.cms,Over 200 proposals made by foreign faculty to teach at Indian institutes under the Centre’s GIAN scheme have been rejected by the committee of academic experts.,"Apr 12, 2016, 04:00 AM IST"
Candidates registering for MPhil or PhD before July 2009 will be exempted from NET,http://economictimes.indiatimes.com/industry/services/education/candidates-registering-for-mphil-or-phd-before-july-2009-will-be-exempted-from-net/articleshow/51801032.cms,HRD minister Smriti Irani said that this decision will help in recruitments for various posts.,"Apr 12, 2016, 11:13 PM IST"
Supreme Court recalls order exempting private medical colleges from NEET,http://economictimes.indiatimes.com/industry/services/education/supreme-court-recalls-order-exempting-private-medical-colleges-from-neet/articleshow/51776646.cms,"The top court set aside its 2013 order by which the common entrance test for admissions to MBBS, BDS and PG courses in all medical colleges was quashed.","Apr 11, 2016, 02:02 PM IST"
