Heading,Link,Summary,Date
Reliance Entertainment will form joint venture with Phantom Films,http://economictimes.indiatimes.com/industry/media/entertainment/reliance-entertainment-will-form-joint-venture-with-phantom-films/articleshow/46497493.cms,"In a bid to infuse fresh life into its film production and distribution business, Reliance Entertainment will form a joint venture with Phantom Films.","Mar 9, 2015, 02:11 AM IST"
Dera Sacha Sauda chief Ram Rahim Singh readying sequel to MSG-Messenger of God,http://economictimes.indiatimes.com/industry/media/entertainment/dera-sacha-sauda-chief-ram-rahim-singh-readying-sequel-to-msg-messenger-of-god/articleshow/46578123.cms,"Titled MSG-II, the sequel is likely to be completed in less than nine days and is likely to hit the screens by the end of June, people familiar with the matter said.","Mar 16, 2015, 05:44 AM IST"
MSM nets nine sponsors for IPL season eight despite tough competition from ICC World Cup,http://economictimes.indiatimes.com/industry/media/entertainment/msm-nets-nine-sponsors-for-ipl-season-eight-despite-tough-competition-from-icc-world-cup/articleshow/46523041.cms,"The league has signed up Amazon and Vodafone as presenting sponsors this season and advertisers including Hero MotoCorp, Intex Mobiles, Cardekho.com etc.","Mar 11, 2015, 04:00 AM IST"
Kolkata's iconic Metro Cinema set to don a new look,http://economictimes.indiatimes.com/industry/media/entertainment/kolkatas-iconic-metro-cinema-set-to-don-a-new-look/articleshow/46563081.cms,"Post renovation, the property named Metro Emporium would be divided between a retail, multiplex and F&B wing.","Mar 14, 2015, 12:33 PM IST"
MS Dhoni's biopic may rake in Rs 30 cr for producers from various endorsed brands,http://economictimes.indiatimes.com/industry/media/entertainment/ms-dhonis-biopic-may-rake-in-rs-30-cr-for-producers-from-various-endorsed-brands/articleshow/46048493.cms,,"Jan 29, 2015, 06:13 AM IST"
Rajinikanth's film Lingaa drama continues off screen; distributors say they are made to look like villain,http://economictimes.indiatimes.com/industry/media/entertainment/rajinikanths-film-lingaa-drama-continues-off-screen-distributors-say-they-are-made-to-look-like-villain/articleshow/45880390.cms,,"Jan 14, 2015, 06:15 AM IST"
"Messenger of God premiere postponed; Haryana, Punjab on high alert",http://economictimes.indiatimes.com/industry/media/entertainment/messenger-of-god-premiere-postponed-haryana-punjab-on-high-alert/articleshow/45917315.cms,,"Jan 17, 2015, 04:00 AM IST"
FCAT to decide on Gurmeet Ram Rahim Singh's film: Rajyavardhan Rathore,http://economictimes.indiatimes.com/industry/media/entertainment/fcat-to-decide-on-gurmeet-ram-rahim-singhs-film-rajyavardhan-rathore/articleshow/45890803.cms,,"Jan 14, 2015, 10:47 PM IST"
Kept censor board's affairs at arm's length: Rajyavardhan Rathore,http://economictimes.indiatimes.com/industry/media/entertainment/kept-censor-boards-affairs-at-arms-length-rajyavardhan-rathore/articleshow/45919527.cms,,"Jan 17, 2015, 11:05 AM IST"
Doordarshan Free Dish service upgrades to new platform,http://economictimes.indiatimes.com/industry/media/entertainment/doordarshan-free-dish-service-upgrades-to-new-platform/articleshow/45814481.cms,,"Jan 8, 2015, 11:19 PM IST"
"From agri-trading to a multiplex challenger: The Carnival has just begun for 
Shrikant Bhasi",http://economictimes.indiatimes.com/industry/media/entertainment/from-agri-trading-to-a-multiplex-challenger-the-carnival-has-just-begun-for-shrikant-bhasi/articleshow/45769761.cms,,"Jan 6, 2015, 10:25 AM IST"
Large multiplex operators vie for hinterlands as business from non-metros rises,http://economictimes.indiatimes.com/industry/media/entertainment/large-multiplex-operators-vie-for-hinterlands-as-business-from-non-metros-rises/articleshow/46286118.cms,,"Jan 29, 2015, 03:42 PM IST"
Cinépolis acquires Fun Cinemas for an undisclosed sum,http://economictimes.indiatimes.com/industry/media/entertainment/cinpolis-acquires-fun-cinemas-for-an-undisclosed-sum/articleshow/46041988.cms,,"Jan 28, 2015, 04:12 PM IST"
AIR to showcase talents of prisoners in Kerala,http://economictimes.indiatimes.com/industry/media/entertainment/air-to-showcase-talents-of-prisoners-in-kerala/articleshow/46009721.cms,,"Jan 25, 2015, 01:04 PM IST"
Doordarshan to air on Sunday musical tribute to 1965 war martyrs,http://economictimes.indiatimes.com/industry/media/entertainment/doordarshan-to-air-on-sunday-musical-tribute-to-1965-war-martyrs/articleshow/45377538.cms,,"Dec 4, 2014, 10:44 PM IST"
Anil Ambani's Reliance Group sells multiplex unit to Carnival,http://economictimes.indiatimes.com/industry/media/entertainment/anil-ambanis-reliance-group-sells-multiplex-unit-to-carnival/articleshow/45518826.cms,,"Dec 15, 2014, 10:35 AM IST"
Aamir Khan's 'PK' earns over Rs 26 crore on first day,http://economictimes.indiatimes.com/industry/media/entertainment/aamir-khans-pk-earns-over-rs-26-crore-on-first-day/articleshow/45586271.cms,,"Dec 20, 2014, 06:06 PM IST"
BookMyShop looks beyond ticketing to boost business,http://economictimes.indiatimes.com/industry/media/entertainment/bookmyshop-looks-beyond-ticketing-to-boost-business/articleshow/45699386.cms,,"Dec 31, 2014, 11:01 AM IST"
Bournvita Quiz Contest to move off from TV to digital space,http://economictimes.indiatimes.com/industry/media/entertainment/bournvita-quiz-contest-to-move-off-from-tv-to-digital-space/articleshow/45620547.cms,,"Dec 23, 2014, 09:31 PM IST"
Disney launches new reality-based content to target kids and young parents,http://economictimes.indiatimes.com/industry/media/entertainment/disney-launches-new-reality-based-content-to-target-kids-and-young-parents/articleshow/45581220.cms,,"Dec 20, 2014, 02:07 PM IST"
Cinema fans hit by ‘blockbuster pricing’,http://economictimes.indiatimes.com/industry/media/entertainment/cinema-fans-hit-by-blockbuster-pricing/articleshow/45613495.cms,,"Dec 23, 2014, 10:52 AM IST"
Producers Raju Hirani and Vidhu Vinod Chopra feel Aamir will work his magic,http://economictimes.indiatimes.com/industry/media/entertainment/producers-raju-hirani-and-vidhu-vinod-chopra-feel-aamir-will-work-his-magic/articleshow/45423302.cms,,"Dec 9, 2014, 03:58 AM IST"
Blockbuster deal in multiplex space: Carnival acquires Anil Ambani's Big Cinemas for Rs 710 crore,http://economictimes.indiatimes.com/industry/media/entertainment/blockbuster-deal-in-multiplex-space-carnival-acquires-anil-ambanis-big-cinemas-for-rs-710-crore/articleshow/45528442.cms,,"Dec 16, 2014, 07:18 AM IST"
Anil Ambani may sell 80% stake in Big Cinemas to Carnival Films for Rs 725 crore,http://economictimes.indiatimes.com/industry/media/entertainment/anil-ambani-may-sell-80-stake-in-big-cinemas-to-carnival-films-for-rs-725-crore/articleshow/45442392.cms,,"Dec 10, 2014, 05:00 AM IST"
Shemaroo Entertainment expects YouTube tie-up to boost revenue,http://economictimes.indiatimes.com/industry/media/entertainment/shemaroo-entertainment-expects-youtube-tie-up-to-boost-revenue/articleshow/44229923.cms,,"Oct 3, 2014, 08:16 PM IST"
Govinda joins Twitter to promote new film,http://economictimes.indiatimes.com/industry/media/entertainment/govinda-joins-twitter-to-promote-new-film/articleshow/44897845.cms,,"Oct 21, 2014, 02:47 PM IST"
Bollywood's 'Bang Bang' outshines 'Operation 021' in Pakistan,http://economictimes.indiatimes.com/industry/media/entertainment/bollywoods-bang-bang-outshines-operation-021-in-pakistan/articleshow/44709960.cms,,"Oct 8, 2014, 05:34 PM IST"
"All issues over release of 'Kaththi' resolved, says Vijay",http://economictimes.indiatimes.com/industry/media/entertainment/all-issues-over-release-of-kaththi-resolved-says-vijay/articleshow/44897243.cms,,"Oct 21, 2014, 01:34 PM IST"
"Allahabad HC issues notice to makers of Haider, Censor Board",http://economictimes.indiatimes.com/industry/media/entertainment/allahabad-hc-issues-notice-to-makers-of-haider-censor-board/articleshow/44825220.cms,,"Oct 15, 2014, 04:41 PM IST"
"I am very secure as an artiste, says Abhishek Bachchan",http://economictimes.indiatimes.com/industry/media/entertainment/i-am-very-secure-as-an-artiste-says-abhishek-bachchan/articleshow/44898001.cms,,"Oct 21, 2014, 03:03 PM IST"
Films in Indian Panorama for this year's IFFI announced,http://economictimes.indiatimes.com/industry/media/entertainment/films-in-indian-panorama-for-this-years-iffi-announced/articleshow/44869541.cms,,"Oct 18, 2014, 07:22 PM IST"
UP government approves a new film policy to attract filmmakers,http://economictimes.indiatimes.com/industry/media/entertainment/up-government-approves-a-new-film-policy-to-attract-filmmakers/articleshow/44898773.cms,,"Oct 21, 2014, 04:22 PM IST"
"After Mary Kom, now a film on hockey player Sandeep Singh",http://economictimes.indiatimes.com/industry/media/entertainment/after-mary-kom-now-a-film-on-hockey-player-sandeep-singh/articleshow/45022555.cms,,"Nov 3, 2014, 04:11 PM IST"
Shah Rukh Khan's Happy New Year pockets Rs 30 crore with more than 20 in-film product placement,http://economictimes.indiatimes.com/industry/media/entertainment/shah-rukh-khans-happy-new-year-pockets-rs-30-crore-with-more-than-20-in-film-product-placement/articleshow/45000461.cms,,"Nov 1, 2014, 05:16 AM IST"
CFSI targets 50-60% revenue through innovative marketing,http://economictimes.indiatimes.com/industry/media/entertainment/cfsi-targets-50-60-revenue-through-innovative-marketing/articleshow/42444421.cms,,"Sep 14, 2014, 02:11 PM IST"
Indian Idol Academy to be set up in 50 cities to provide learning facilities,http://economictimes.indiatimes.com/industry/media/entertainment/indian-idol-academy-to-be-set-up-in-50-cities-to-provide-learning-facilities/articleshow/41420350.cms,,"Sep 1, 2014, 01:20 PM IST"
China President Xi's India Visit: Sino-Indian movie co-production treaty to be inked on Thursday,http://economictimes.indiatimes.com/industry/media/entertainment/china-president-xis-india-visit-sino-indian-movie-co-production-treaty-to-be-inked-on-thursday/articleshow/42731592.cms,,"Sep 17, 2014, 08:28 PM IST"
"Entertainment, media industry size to reach Rs 2.27 lakh crore: Report",http://economictimes.indiatimes.com/industry/media/entertainment/entertainment-media-industry-size-to-reach-rs-2-27-lakh-crore-report/articleshow/42637993.cms,,"Sep 16, 2014, 06:44 PM IST"
Debt Recovery Tribunal to have final say in the monetary proceeds of Bhoothnath Returns,http://economictimes.indiatimes.com/industry/media/entertainment/debt-recovery-tribunal-to-have-final-say-in-the-monetary-proceeds-of-bhoothnath-returns/articleshow/40864974.cms,,"Aug 25, 2014, 12:11 PM IST"
DD India to reach 120 million households abroad,http://economictimes.indiatimes.com/industry/media/entertainment/dd-india-to-reach-120-million-households-abroad/articleshow/40857417.cms,,"Aug 24, 2014, 01:06 PM IST"
India urged Canada to collaborate with Indian film producers,http://economictimes.indiatimes.com/industry/media/entertainment/india-urged-canada-to-collaborate-with-indian-film-producers/articleshow/42250994.cms,,"Sep 11, 2014, 12:49 PM IST"
Mexico's Cinepolis eyes Rs 1200 crore turnover from India by 2017,http://economictimes.indiatimes.com/industry/media/entertainment/mexicos-cinepolis-eyes-rs-1200-crore-turnover-from-india-by-2017/articleshow/41935504.cms,,"Sep 7, 2014, 01:21 PM IST"
Goa teacher's film on autism wins accolade in film fest,http://economictimes.indiatimes.com/industry/media/entertainment/goa-teachers-film-on-autism-wins-accolade-in-film-fest/articleshow/41429167.cms,,"Sep 1, 2014, 03:42 PM IST"
Ram Gopal Varma takes auction route for movie distribution,http://economictimes.indiatimes.com/industry/media/entertainment/ram-gopal-varma-takes-auction-route-for-movie-distribution/articleshow/42132445.cms,,"Sep 10, 2014, 04:21 AM IST"
Zee Entertainment on global expansion drive,http://economictimes.indiatimes.com/industry/media/entertainment/zee-entertainment-on-global-expansion-drive/articleshow/40326966.cms,,"Aug 17, 2014, 12:25 PM IST"
Prince William to fly again for UK air ambulance service,http://economictimes.indiatimes.com/industry/media/entertainment/prince-william-to-fly-again-for-uk-air-ambulance-service/articleshow/39851419.cms,,"Aug 8, 2014, 06:05 AM IST"
Maneka Gandhi lends support to Akshay's 'Entertainment',http://economictimes.indiatimes.com/industry/media/entertainment/maneka-gandhi-lends-support-to-akshays-entertainment/articleshow/39873279.cms,,"Aug 8, 2014, 01:08 PM IST"
Katiyabaaz: Power gets reel break,http://economictimes.indiatimes.com/industry/media/entertainment/katiyabaaz-power-gets-reel-break/articleshow/40290821.cms,,"Aug 15, 2014, 04:00 AM IST"
"Three 'Big Bang Theory' actors ink deals, set for pay raise",http://economictimes.indiatimes.com/industry/media/entertainment/three-big-bang-theory-actors-ink-deals-set-for-pay-raise/articleshow/39672579.cms,,"Aug 5, 2014, 11:35 AM IST"
"Army officers lock horns as screening of Salman-starrer ""Kick"" cancelled",http://economictimes.indiatimes.com/industry/media/entertainment/army-officers-lock-horns-as-screening-of-salman-starrer-kick-cancelled/articleshow/39879636.cms,,"Aug 8, 2014, 03:06 PM IST"
Government examining demand for stripping Saif Ali Khan's Padma Shri award,http://economictimes.indiatimes.com/industry/media/entertainment/government-examining-demand-for-stripping-saif-ali-khans-padma-shri-award/articleshow/39851233.cms,,"Aug 8, 2014, 06:01 AM IST"
"Rise of the Rs 1,350-crore PVR group: What keeps Ajay Bijli’s business ticking",http://economictimes.indiatimes.com/industry/media/entertainment/rise-of-the-rs-1350-crore-pvr-group-what-keeps-ajay-bijlis-business-ticking/articleshow/40318194.cms,,"Aug 17, 2014, 12:55 PM IST"
"Nimrat Kaur plays a 'very cool, tough' ISI agent in Homeland season 4",http://economictimes.indiatimes.com/industry/media/entertainment/nimrat-kaur-plays-a-very-cool-tough-isi-agent-in-homeland-season-4/articleshow/39603575.cms,,"Aug 4, 2014, 11:06 AM IST"
"I try to become better actor with every film, says Shah Rukh Khan",http://economictimes.indiatimes.com/industry/media/entertainment/i-try-to-become-better-actor-with-every-film-says-shah-rukh-khan/articleshow/40287545.cms,,"Aug 14, 2014, 11:13 PM IST"
Helen Mirren is my Smita Patil: Om Puri,http://economictimes.indiatimes.com/industry/media/entertainment/helen-mirren-is-my-smita-patil-om-puri/articleshow/38994138.cms,,"Jul 25, 2014, 05:16 PM IST"
Anand Mahindra invests in Rohit Khattar's Cinestaan,http://economictimes.indiatimes.com/industry/media/entertainment/anand-mahindra-invests-in-rohit-khattars-cinestaan/articleshow/39163435.cms,,"Jul 29, 2014, 02:18 AM IST"
Inox to acquire Satyam Cineplexes in Rs 182-crore deal,http://economictimes.indiatimes.com/industry/media/entertainment/inox-to-acquire-satyam-cineplexes-in-rs-182-crore-deal/articleshow/39310359.cms,,"Jul 31, 2014, 03:24 AM IST"
'The Expendables 3' leaked online three weeks before release,http://economictimes.indiatimes.com/industry/media/entertainment/the-expendables-3-leaked-online-three-weeks-before-release/articleshow/39168052.cms,,"Jul 28, 2014, 04:02 PM IST"
Vidya Balan-starrer 'Kahaani' gets Hollywood remake as 'Deity',http://economictimes.indiatimes.com/industry/media/entertainment/vidya-balan-starrer-kahaani-gets-hollywood-remake-as-deity/articleshow/38989205.cms,,"Jul 25, 2014, 12:38 PM IST"
Got the concept of Dare 2 Dance from my son's school: Akshay Kumar,http://economictimes.indiatimes.com/industry/media/entertainment/got-the-concept-of-dare-2-dance-from-my-sons-school-akshay-kumar/articleshow/38987774.cms,,"Jul 25, 2014, 11:22 AM IST"
Karnataka amends law to slap Goonda Act on digital offenders,http://economictimes.indiatimes.com/industry/media/entertainment/karnataka-amends-law-to-slap-goonda-act-on-digital-offenders/articleshow/39292701.cms,,"Jul 30, 2014, 02:31 PM IST"
"Salman Khan finds his lady love, calls Jacqueline Fernandez 'JFK'",http://economictimes.indiatimes.com/industry/media/entertainment/salman-khan-finds-his-lady-love-calls-jacqueline-fernandez-jfk/articleshow/38994475.cms,,"Jul 25, 2014, 05:36 PM IST"
Kareena Kapoor to be show stopper at LFW grand finale,http://economictimes.indiatimes.com/industry/media/entertainment/kareena-kapoor-to-be-show-stopper-at-lfw-grand-finale/articleshow/38994649.cms,,"Jul 25, 2014, 05:44 PM IST"
What scared Jacqueline Fernandez the most in 'Kick'?,http://economictimes.indiatimes.com/industry/media/entertainment/what-scared-jacqueline-fernandez-the-most-in-kick/articleshow/38994433.cms,,"Jul 25, 2014, 05:34 PM IST"
Men compliment me for my curves: Huma Qureshi,http://economictimes.indiatimes.com/industry/media/entertainment/men-compliment-me-for-my-curves-huma-qureshi/articleshow/38790317.cms,,"Jul 21, 2014, 12:25 PM IST"
"Ranbir Kapoor, Alia Bhatt to star in Ayan Mukherjee's next",http://economictimes.indiatimes.com/industry/media/entertainment/ranbir-kapoor-alia-bhatt-to-star-in-ayan-mukherjees-next/articleshow/38866360.cms,,"Jul 22, 2014, 04:46 PM IST"
Philip Seymour Hoffman doesn't leave $35 million fortune to his kids,http://economictimes.indiatimes.com/industry/media/entertainment/philip-seymour-hoffman-doesnt-leave-35-million-fortune-to-his-kids/articleshow/38915876.cms,,"Jul 23, 2014, 12:44 PM IST"
Stats don't lie: Shakira most 'liked' pop star on Facebook,http://economictimes.indiatimes.com/industry/media/entertainment/stats-dont-lie-shakira-most-liked-pop-star-on-facebook/articleshow/38789364.cms,,"Jul 21, 2014, 12:05 PM IST"
'KBC 8' to focus on stories of bonding,http://economictimes.indiatimes.com/industry/media/entertainment/kbc-8-to-focus-on-stories-of-bonding/articleshow/38798852.cms,,"Jul 21, 2014, 03:37 PM IST"
Make regional language title must for getting subsidy: Committee,http://economictimes.indiatimes.com/industry/media/entertainment/make-regional-language-title-must-for-getting-subsidy-committee/articleshow/38798052.cms,,"Jul 21, 2014, 03:20 PM IST"
Chitrangda Singh turns Marilyn Monroe on ramp,http://economictimes.indiatimes.com/industry/media/entertainment/chitrangda-singh-turns-marilyn-monroe-on-ramp/articleshow/38788071.cms,,"Jul 21, 2014, 11:38 AM IST"
"Couple alert? Nikki Reed, Ian Somerhalder seen getting close",http://economictimes.indiatimes.com/industry/media/entertainment/couple-alert-nikki-reed-ian-somerhalder-seen-getting-close/articleshow/38791596.cms,,"Jul 21, 2014, 12:55 PM IST"
Can't do justice to what Rekha did in 'Khoobsurat': Sonam Kapoor,http://economictimes.indiatimes.com/industry/media/entertainment/cant-do-justice-to-what-rekha-did-in-khoobsurat-sonam-kapoor/articleshow/38800822.cms,,"Jul 21, 2014, 04:16 PM IST"
"Amitabh Bachchan shares 'Shamitabh' look, says difficult to preserve",http://economictimes.indiatimes.com/industry/media/entertainment/amitabh-bachchan-shares-shamitabh-look-says-difficult-to-preserve/articleshow/38791050.cms,,"Jul 21, 2014, 12:41 PM IST"
Proposal to show crowded Indian train in Bond movie was shot down: Dinesh Trivedi,http://economictimes.indiatimes.com/industry/media/entertainment/proposal-to-show-crowded-indian-train-in-bond-movie-was-shot-down-dinesh-trivedi/articleshow/38383413.cms,,"Jul 14, 2014, 09:42 PM IST"
Rohit Bal displays his love for ivory at Indian Couture Week,http://economictimes.indiatimes.com/industry/media/entertainment/rohit-bal-displays-his-love-for-ivory-at-indian-couture-week/articleshow/38605630.cms,,"Jul 18, 2014, 01:33 PM IST"
Scientist Andy Munro sees big opportunity to take Indian sound & music scene by storm,http://economictimes.indiatimes.com/industry/media/entertainment/scientist-andy-munro-sees-big-opportunity-to-take-indian-sound-music-scene-by-storm/articleshow/38270795.cms,,"Jul 13, 2014, 03:50 AM IST"
Marvel Comic's superhero Thor is now a woman!,http://economictimes.indiatimes.com/industry/media/entertainment/marvel-comics-superhero-thor-is-now-a-woman/articleshow/38541223.cms,,"Jul 17, 2014, 02:21 PM IST"
PVR to invest Rs 250 cr on 100 new screens this financial year,http://economictimes.indiatimes.com/industry/media/entertainment/pvr-to-invest-rs-250-cr-on-100-new-screens-this-financial-year/articleshow/38730006.cms,,"Jul 20, 2014, 11:53 AM IST"
"Bipasha Basu, Sonam Kapoor bring the curtains down at IIJW",http://economictimes.indiatimes.com/industry/media/entertainment/bipasha-basu-sonam-kapoor-bring-the-curtains-down-at-iijw/articleshow/38609967.cms,,"Jul 18, 2014, 03:00 PM IST"
Five amusement parks in India feature among top 25 in Asia,http://economictimes.indiatimes.com/industry/media/entertainment/five-amusement-parks-in-india-feature-among-top-25-in-asia/articleshow/38495409.cms,,"Jul 16, 2014, 08:14 PM IST"
Aditya and I bonded over food in 'Daawat-e-Ishq': Parineeti Chopra,http://economictimes.indiatimes.com/industry/media/entertainment/aditya-and-i-bonded-over-food-in-daawat-e-ishq-parineeti-chopra/articleshow/38605249.cms,,"Jul 18, 2014, 01:27 PM IST"
Leonardo DiCaprio teams up with Dustin Lance Black for TV biopic,http://economictimes.indiatimes.com/industry/media/entertainment/leonardo-dicaprio-teams-up-with-dustin-lance-black-for-tv-biopic/articleshow/38605865.cms,,"Jul 18, 2014, 01:37 PM IST"
German TV channel Da Vinci to start broadcasting in India from October,http://economictimes.indiatimes.com/industry/media/entertainment/german-tv-channel-da-vinci-to-start-broadcasting-in-india-from-october/articleshow/38271925.cms,,"Jul 12, 2014, 08:56 PM IST"
Content traders are new hit makers of Bollywood,http://economictimes.indiatimes.com/industry/media/entertainment/content-traders-are-new-hit-makers-of-bollywood/articleshow/37213515.cms,,"Jun 26, 2014, 04:00 AM IST"
Government keen on promoting children's films: Prakash Javadekar,http://economictimes.indiatimes.com/industry/media/entertainment/government-keen-on-promoting-childrens-films-prakash-javadekar/articleshow/36951736.cms,,"Jun 21, 2014, 04:11 PM IST"
KBC will start in August: Amitabh Bachchan,http://economictimes.indiatimes.com/industry/media/entertainment/kbc-will-start-in-august-amitabh-bachchan/articleshow/37118002.cms,,"Jun 24, 2014, 12:34 PM IST"
"How the world watches the World Cup on TV, online",http://economictimes.indiatimes.com/industry/media/entertainment/how-the-world-watches-the-world-cup-on-tv-online/articleshow/36676548.cms,,"Jun 17, 2014, 12:49 AM IST"
'Endangered' Indian classic cinema at Italy film festival,http://economictimes.indiatimes.com/industry/media/entertainment/endangered-indian-classic-cinema-at-italy-film-festival/articleshow/37513637.cms,,"Jun 30, 2014, 01:10 PM IST"
Labour ministry moots mandatory approval for engaging children in audio-visual shows,http://economictimes.indiatimes.com/industry/media/entertainment/labour-ministry-moots-mandatory-approval-for-engaging-children-in-audio-visual-shows/articleshow/36785370.cms,,"Jun 19, 2014, 06:32 AM IST"
PixelKraft Studios secures movie rights for Sujatha Rangarajan's stories,http://economictimes.indiatimes.com/industry/media/entertainment/pixelkraft-studios-secures-movie-rights-for-sujatha-rangarajans-stories/articleshow/37073701.cms,,"Jun 23, 2014, 01:32 PM IST"
Inox in talks to buy Satyam Cineplexes,http://economictimes.indiatimes.com/industry/media/entertainment/inox-in-talks-to-buy-satyam-cineplexes/articleshow/37522156.cms,,"Jun 30, 2014, 04:18 PM IST"
'Comedy Nights With Kapil' to go off air,http://economictimes.indiatimes.com/industry/media/entertainment/comedy-nights-with-kapil-to-go-off-air/articleshow/36604239.cms,,"Jun 15, 2014, 04:10 PM IST"
Prime Focus announces merger of Prime Focus World and Double Negative,http://economictimes.indiatimes.com/industry/media/entertainment/prime-focus-announces-merger-of-prime-focus-world-and-double-negative/articleshow/37201833.cms,,"Jun 25, 2014, 09:01 PM IST"
Times Celebex,http://economictimes.indiatimes.com/industry/media/entertainment/times-celebex/articleshow/35923955.cms,,"Jun 2, 2014, 04:00 AM IST"
Information & Broadcasting minister Prakash javadekar calls for indigenization of set-top boxes to create jobs,http://economictimes.indiatimes.com/industry/media/entertainment/information-broadcasting-minister-prakash-javadekar-calls-for-indigenization-of-set-top-boxes-to-create-jobs/articleshow/35992281.cms,,"Jun 3, 2014, 01:24 PM IST"
'Bend It Like Beckham' in the list of British classics,http://economictimes.indiatimes.com/industry/media/entertainment/bend-it-like-beckham-in-the-list-of-british-classics/articleshow/35621649.cms,,"May 26, 2014, 07:41 PM IST"
Padmini Kolhapure makes TV debut with 'Ekk Nayi Pehchaan',http://economictimes.indiatimes.com/industry/media/entertainment/padmini-kolhapure-makes-tv-debut-with-ekk-nayi-pehchaan/articleshow/35551618.cms,,"May 24, 2014, 12:59 PM IST"
PVR Pictures acquires 'Foxcatcher' for India release,http://economictimes.indiatimes.com/industry/media/entertainment/pvr-pictures-acquires-foxcatcher-for-india-release/articleshow/35950557.cms,,"Jun 2, 2014, 04:18 PM IST"
Information and Broadcasting ministry may allow FM station to air news from any source,http://economictimes.indiatimes.com/industry/media/entertainment/information-and-broadcasting-ministry-may-allow-fm-station-to-air-news-from-any-source/articleshow/35991466.cms,,"Jun 3, 2014, 01:02 PM IST"
Satyamev Jayate TV show headed to China,http://economictimes.indiatimes.com/industry/media/entertainment/satyamev-jayate-tv-show-headed-to-china/articleshow/35886447.cms,,"Jun 1, 2014, 12:01 PM IST"
'Kochadaiiyaan' collects Rs 42 Crore worldwide,http://economictimes.indiatimes.com/industry/media/entertainment/kochadaiiyaan-collects-rs-42-crore-worldwide/articleshow/35623635.cms,,"May 26, 2014, 11:26 PM IST"
Kerala turning into hub for movie based mobile games,http://economictimes.indiatimes.com/industry/media/entertainment/kerala-turning-into-hub-for-movie-based-mobile-games/articleshow/35676183.cms,,"May 28, 2014, 04:13 PM IST"
Sony Entertainment to widen appeal to curb slipping numbers,http://economictimes.indiatimes.com/industry/media/entertainment/sony-entertainment-to-widen-appeal-to-curb-slipping-numbers/articleshow/35768792.cms,,"May 30, 2014, 11:34 AM IST"
'Bhaag Milkha Bhaag' wins five awards at IIFA 2014,http://economictimes.indiatimes.com/industry/media/entertainment/bhaag-milkha-bhaag-wins-five-awards-at-iifa-2014/articleshow/34291494.cms,,"Apr 27, 2014, 03:18 PM IST"
Sachin Tendulkar - backed Smaaash Entertainment raises private equity funding,http://economictimes.indiatimes.com/industry/media/entertainment/sachin-tendulkar-backed-smaaash-entertainment-raises-private-equity-funding/articleshow/35065303.cms,,"May 13, 2014, 03:53 PM IST"
Goa government scouting for place to set up film production centre,http://economictimes.indiatimes.com/industry/media/entertainment/goa-government-scouting-for-place-to-set-up-film-production-centre/articleshow/34420277.cms,,"Apr 30, 2014, 01:41 PM IST"
UK’s Centroid Motion ties up with PixelKraft for India foray,http://economictimes.indiatimes.com/industry/media/entertainment/uks-centroid-motion-ties-up-with-pixelkraft-for-india-foray/articleshow/35041485.cms,,"May 13, 2014, 05:33 AM IST"
Documentary film on Naga folk music selected for five international fests,http://economictimes.indiatimes.com/industry/media/entertainment/documentary-film-on-naga-folk-music-selected-for-five-international-fests/articleshow/34200194.cms,,"Apr 25, 2014, 03:29 PM IST"
"Amitabh Bachchan, Salman Khan game for Nazara Technologies' new launches",http://economictimes.indiatimes.com/industry/media/entertainment/amitabh-bachchan-salman-khan-game-for-nazara-technologies-new-launches/articleshow/34662379.cms,,"May 5, 2014, 04:00 AM IST"
Big Cinemas eyes over 30% growth in ad revenue this fiscal,http://economictimes.indiatimes.com/industry/media/entertainment/big-cinemas-eyes-over-30-growth-in-ad-revenue-this-fiscal/articleshow/34284863.cms,,"Apr 27, 2014, 12:14 PM IST"
"Superstar, Tamil actor Rajinikanth joins Twitter",http://economictimes.indiatimes.com/industry/media/entertainment/superstar-tamil-actor-rajinikanth-joins-twitter/articleshow/34686914.cms,,"May 6, 2014, 02:50 AM IST"
Amitabh Bachchan inaugurates Indian Film Festival of Melbourne,http://economictimes.indiatimes.com/industry/media/entertainment/amitabh-bachchan-inaugurates-indian-film-festival-of-melbourne/articleshow/34464956.cms,,"May 1, 2014, 11:41 AM IST"
Disney to now focus on fashion for adults,http://economictimes.indiatimes.com/industry/media/entertainment/disney-to-now-focus-on-fashion-for-adults/articleshow/34423648.cms,,"Apr 30, 2014, 03:01 PM IST"
Ronnie Screwvala buys stake in Mumbai-based football club and training academy PIFA Football Club,http://economictimes.indiatimes.com/industry/media/entertainment/ronnie-screwvala-buys-stake-in-mumbai-based-football-club-and-training-academy-pifa-football-club/articleshow/31804365.cms,,"Mar 11, 2014, 04:00 AM IST"
Shatrughan Sinha to get special award in IIFA 2014,http://economictimes.indiatimes.com/industry/media/entertainment/shatrughan-sinha-to-get-special-award-in-iifa-2014/articleshow/33555825.cms,,"Apr 10, 2014, 03:28 PM IST"
Gurinder Chadha to set up venture capital fund in April to invest in film and television projects globally,http://economictimes.indiatimes.com/industry/media/entertainment/gurinder-chadha-to-set-up-venture-capital-fund-in-april-to-invest-in-film-and-television-projects-globally/articleshow/32226902.cms,,"Mar 18, 2014, 05:14 AM IST"
